RMSE,MSRE,CE,R2
0.1091069988101391,0.2783724988208337,-0.009145654062995057,0.2529208394634572
0.1093758523201749,0.20821087898095267,-0.014125107778157231,0.2032751825468578
0.10950867344809967,0.20069141629093856,-0.016589619330859673,0.176999353876456
0.10950074552082616,0.19956114751260223,-0.016442431777916156,0.15258900415919469
0.10947135250062925,0.19930952828581402,-0.015896822650399267,0.1284500210967599
0.10943941385397365,0.19918574038484457,-0.015304126282889463,0.10487287564457912
0.10940762698688329,0.1990823197329457,-0.014714418256160045,0.08242244490020098
0.10937631841162533,0.19898364974050825,-0.01413375092999547,0.061710636020017494
0.10934547312187567,0.19888733938997313,-0.013561838490020017,0.04332843275104568
0.1093150276265897,0.19879290739422095,-0.012997496953376597,0.027795574850731464
0.10928491206825665,0.19870015028257487,-0.012439425778024038,0.015517165920422543
0.10925505614892117,0.19860890662390326,-0.011886317754144393,0.006752348059863652
0.10922538983606996,0.19851902268045063,-0.011336872052133407,0.001599907457563271
0.10919584331615147,0.19843034714212943,-0.010789793328688457,2.3240305738516285e-06
0.10916634684015329,0.19834273006434755,-0.010243788844875201,0.0017660211422905537
0.10913683055390203,0.1982560224163732,-0.009697565314444434,0.0065927578268751485
0.10910722432610538,0.19817007572032416,-0.00914982572374945,0.014115936282945113
0.10907745757566728,0.19808474170493362,-0.008599266151710694,0.023936065067577818
0.10904745909816449,0.19799987196236826,-0.008044572587987187,0.03565118741581406
0.10901715689114995,0.19791531760582498,-0.007484417743493843,0.04888003822707819
0.10898647797793468,0.1978309289269807,-0.00691745784729636,0.06327744402405398
0.10895534822951196,0.1977465550526875,-0.006342329424273485,0.07854271147529081
0.10892369218430867,0.197662043600404,-0.005757646048474063,0.09442240417072191
0.10889143286546968,0.19757724033195026,-0.005161995067628933,0.11070908977869041
0.1088584915954038,0.19749198880527846,-0.00455393429485329,0.12723751595703606
0.10882478780734592,0.1974061300240394,-0.003931988664232611,0.14387939786803572
0.10879023885371733,0.19731950208485136,-0.003294646847644911,0.16053768556577896
0.10875475981109778,0.19723193982229495,-0.0026403578309643905,0.1771408916601519
0.10871826328165833,0.1971432744517737,-0.0019675274486143923,0.19363782778022368
0.10868065919094162,0.1970533332105765,-0.0012745148763668723,0.20999292841249767
0.10864185458192216,0.19696193899761663,-0.0005596290833314033,0.22618222558776319
0.10860175340532989,0.19686891001247095,0.00017887475474243075,0.24218996666132878
0.10856025630627457,0.19677405939464068,0.0009427988774760587,0.25800582766493574
0.10851726040727565,0.19667719486409027,0.001734006592317927,0.27362265655500645
0.10847265908787246,0.19657811836444747,0.002554425950998085,0.2890346761584702
0.10842634176107267,0.1964766257105115,0.0034060534417154065,0.30423607993087154
0.10837819364698964,0.1963725062419911,0.004290957686772345,0.319219960968382
0.10832809554412119,0.1962655424858306,0.00521128313317798,0.3339775236252615
0.10827592359884125,0.19615550982979005,0.006169253721215129,0.3484975359410096
0.10822154907380409,0.19604217621043804,0.007167176513264817,0.36276598913196517
0.10816483811610927,0.1959253018191078,0.008207445262103041,0.3767659369765603
0.10810565152623591,0.195804638829962,0.009292543894577454,0.3904774932500922
0.1080438445289369,0.1956799311548192,0.010425049882875514,0.4038779690491584
0.10797926654748488,0.19555091422997958,0.011607637471558574,0.4169421340271383
0.10791176098288194,0.1954173148410214,0.012843080724165068,0.429642586896128
0.1078411649998915,0.19527885099211556,0.014134256348361296,0.4419502203952892
0.10776730932201756,0.19513523182724996,0.015484146253463615,0.45383476531881956
0.10769001803785114,0.19498615761146765,0.0168958397885407,0.46526539706253106
0.1076091084215242,0.1948313197810529,0.01837253560330343,0.47621138656733375
0.10752439077035722,0.19467040107246242,0.019917543067586863,0.48664277631361574
0.10743566826316388,0.1945030757406,0.02153428317841244,0.4965310608331695
0.10734273684307714,0.1943290098779535,0.023226288876478818,0.5058498507946021
0.10724538512919292,0.19414786184688262,0.024997204686428853,0.5145754998892303
0.10714339436178208,0.19395928283823832,0.026850785587527737,0.5226876747622362
0.1070365383863034,0.19376291757011244,0.028790895013455886,0.5301698502564375
0.1069245836819492,0.19355840514125647,0.030821501871961976,0.5370097149464108
0.10680728944097126,0.19334538005414537,0.03294667646723248,0.5431994754553324
0.10668440770556196,0.1931234734229801,0.035170585200169246,0.5487360520748538
0.1065556835695906,0.19289231438197765,0.03749748391460295,0.553621162566252
0.10642085545301289,0.19265153170902932,0.03993170975100979,0.5578612953366842
0.10627965545726498,0.19240075567922554,0.042477671363903236,0.5614675774083423
0.10613180981040922,0.19213962016159095,0.04513983735505478,0.5644555462273277
0.10597703941119445,0.1918677649707369,0.04792272277253118,0.5668448374829819
0.1058150604815077,0.19158483848285632,0.05083087352569904,0.5686588032983699
0.10564558533689791,0.1912905005223713,0.05386884856938623,0.5699240766435748
0.10546832328491437,0.1909844255216672,0.0570411997169219,0.5706700983334466
0.1052829816608866,0.1906663059514177,0.06035244895251701,0.5709286227530294
0.10508926701043801,0.1903358560130228,0.06380706312904716,0.5707332175333694
0.10488688642742595,0.18999281557760267,0.06740942595864952,0.570118770889043
0.10467554905509317,0.1896369543475377,0.07116380723123894,0.5691210184445299
0.10445496775694015,0.18926807620695896,0.07507432923108714,0.567776099233105
0.10422486096214205,0.18888602371664343,0.079144930364478,0.566120148305622
0.10398495468818082,0.18849068269658434,0.0833793260629232,0.5641889311777951
0.1037349847406982,0.18808198682621818,0.08778096708684957,0.5620175232568839
0.1034746990873576,0.1876599221780721,0.0923529954243405,0.5596400355358798
0.10320386039870413,0.18722453158575345,0.09709819805827302,0.5570893862239942
0.1029222487446206,0.18677591873202917,0.10201895896256641,0.5543971166738756
0.10262966442999885,0.18631425182803021,0.10711720978328954,0.5515932489391178
0.10232593094772571,0.18583976674059002,0.11239437976135769,0.5487061815513603
0.10201089802107935,0.1853527694126836,0.11785134555842514,0.5457626196202605
0.10168444470127075,0.1848536374122627,0.12348838175312238,0.542787535097952
0.10134648247929158,0.18434282043892372,0.12930511287740087,0.539804152972942
0.10099695836465611,0.1838208396166332,0.13530046795776163,0.536833959239674
0.10063585787730449,0.18328828540542297,0.14147263860834425,0.5338967266881331
0.10026320789317511,0.1827458139766011,0.14781904178633032,0.5310105548336947
0.09987907927910052,0.18219414191571756,0.15433628835867208,0.5281919206484919
0.09948358924912006,0.18163403914591109,0.1610201586363702,0.5254557371259018
0.09907690337242608,0.18106632000219997,0.16786558600244017,0.5228154170895865
0.09865923716336555,0.18049183243448777,0.17486664968693877,0.5202829400451519
0.09823085718656419,0.17991144537372594,0.18201657762294976,0.5178689202365229
0.09779208161562315,0.1793260343603493,0.18930776014903372,0.5155826744183278
0.09734328019215661,0.17873646560564913,0.19673177510639894,0.513432288176447
0.09688487354326353,0.17814357873267214,0.2042794246158185,0.5114246799191419
0.09641733182975629,0.17754816852070823,0.2119407835161593,0.5095656619230525
0.09594117271432558,0.17695096605298452,0.2197052591125026,0.5078599980468866
0.09545695865781603,0.176352619736711,0.2275616615296503,0.5063114579264055
0.09496529357223911,0.17575367672406664,0.2354982836115096,0.5049228676352667
0.09446681888018894,0.17515456530761397,0.24350298896565659,0.5036961569415621
0.09396220905094388,0.17455557888999432,0.2515633064436451,0.5026324034081051
0.09345216670262467,0.1739568621323108,0.2596665290896363,0.5017318736826024
0.09293741737621945,0.17335839986528861,0.26779981539947917,0.5009940623973627
0.09241870410000912,0.17276000930133814,0.2759502906235344,0.5004177291537114
0.09189678187102363,0.17216133601310055,0.2841051458291852,0.5000009341017878
0.09137241218293522,0.17156185404719185,0.29225173251807335,0.49974107264453216
0.0908463577268682,0.1709608704227275,0.30037765076747647,0.4996349097957152
0.09031937738292228,0.1703575341278262,0.30847082912815993,0.49967861470686364
0.0897922216061041,0.16975084957864578,0.31651959484952885,0.49986779584713764
0.08926562829151916,0.1691396943514344,0.324512733399397,0.5001975372746663
0.08874031918110739,0.1685228408453584,0.33243953667861137,0.5006624363786703
0.08821699684917121,0.1678989813895437,0.3402898397763665,0.50125664339915
0.08769634227787876,0.16726675617904307,0.3480540465459684,0.5019739029468483
0.0871790130083155,0.1666247833168421,0.3557231446799598,0.5028075976526523
0.08666564182895324,0.16597169015783086,0.36328871130753115,0.5037507939735156
0.08615683594290266,0.1653061450997867,0.37074291040979634,0.50479629007578
0.08565317653907666,0.164626888947279,0.3780784835386686,0.5059366656072153
0.0851552186811779,0.16393276498840317,0.38528873542712827,0.5071643330622762
0.0846634914226419,0.16322274696960687,0.3923675160928668,0.5084715903419617
0.08417849805538713,0.16249596422852,0.3993092009688526,0.5098506740171258
0.08370071640514515,0.16175172334476803,0.40610867045356347,0.5112938127232326
0.0832305990956909,0.160989525789326,0.4127612900738826,0.512793280051664
0.08276857371761144,0.16020908118873625,0.41926289221127044,0.5143414462590722
0.08231504285333151,0.15941031596523286,0.42560976007401086,0.5159308280957504
0.08187038392782797,0.15859337726160636,0.43179861432256406,0.5175541360575254
0.08143494887267098,0.15775863220435912,0.4378266024876063,0.5192043183943671
0.08100906360863128,0.156906662694926,0.4436912910755487,0.5208746012612461
0.08059302736810837,0.1560382560413742,0.44939066004590056,0.5225585244721638
0.08018711189225958,0.1551543918483935,0.45492309917715257,0.524249972412438
0.07979156054832741,0.1542562256679985,0.46028740571815985,0.5259431997741418
0.0794065874199063,0.15334506997566444,0.465482782651948,0.5276328518996339
0.07903237642659677,0.1524223730755079,0.47050883687722833,0.5293139796438499
0.07866908052974983,0.15148969655390127,0.4753655766355759,0.5309820487911746
0.07831682107806846,0.15054869189486317,0.4800534075730605,0.5326329441829735
0.07797568734113322,0.14960107684461943,0.48457312691648846,0.5342629688217219
0.07764573627100936,0.14864861206991692,0.48892591535767393,0.5358688383137806
0.07732699252258839,0.14769307859793343,0.4931133263656039,0.5374476710920162
0.07701944875286641,0.1467362564589389,0.4971372727775192,0.5389969749194653
0.07672306620859556,0.14577990487935166,0.5010000106482015,0.5405146302158145
0.07643777560124276,0.1448257442964778,0.5047041204556312,0.5419988707692787
0.0761634782584463,0.14387544038996872,0.508252485865667,0.5434482623988132
0.07590004753257357,0.14293059025178215,0.5116482703448861,0.5448616801175399
0.0756473304398341,0.1419927107484704,0.5148948919771726,0.54623828431979
0.07540514949786803,0.1410632290688535,0.5179959968853154,0.5475774964744425
0.07517330472586817,0.1401434753975793,0.5209554316843763,0.5488789747589576
0.07495157576908108,0.1392346776115278,0.523777215400302,0.5501425900145238
0.07473972410885765,0.13833795786167508,0.5264655112774588,0.5513684023458513
0.0745374953201211,0.13745433087771147,0.529024598875099,0.5525566386316838
0.07434462133997749,0.13658470381566964,0.5314588468182209,0.5537076711561453
0.07416082271398404,0.13572987745954737,0.5337726865257468,0.5548219975180735
0.07398581079007602,0.13489054858523036,0.5359705871912894,0.5559002219270137
